id,customer_message,true_intent,pred_intent,intent_confidence,true_escalation,pred_escalation,escalation_reason,draft_reply,top_match_sim,top_match_text,judge_correctness,judge_groundedness,judge_voice,judge_avg,judge_verdict
126,When I click to play a song it just skips through them all on the playlist. Like it wants to play but won’t,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.6582,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 65.8% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.3154,having problems where I play songs off of my playlist and it skips like it interrupts the song any idea what might be wrong?,5,4,5,4.67,PASS
127,"on Android 8.0 using a Google Pixel and when I try and share a playlist the app crashes, already reinstalled. Ideas?",PLAYLIST_LIBRARY,PLAYBACK_CRASH,0.9315,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 93.1% confidence.,"We recommend trying a quick clean reinstall and clearing your app cache (Settings > Storage > Clear Cache). If the issue persists, let us know your device OS version.",0.6665,"(Android 8.0, Pixel) App crashes when trying to share playlist.",1,5,5,3.67,PASS
128,No. Spotify always tries to find similar tracks to ones in my library but often gets it really wrong. There doesn’t seem to be a way to turn that function off. MacBook with latest update of Spotify.,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.5599,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 56.0% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.3192,I make a lot of playlists (never use the Spotify suggested ones) and at first the tracks show up but often change over time to a similar but wrong track,5,4,5,4.67,PASS
129,Brett Eldredge: ‘Wanna Be that Song’ was removed from my library & is no longer available to download,PLAYLIST_LIBRARY,OFFLINE_SYNC,0.9421,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 94.2% confidence.,Please make sure your device is connected to active Wi-Fi and toggle Offline Mode off and on in Settings > Playback. Verify you have sufficient storage space available on your device.,0.4409,I removed the app and I re-download it and it works now :),1,5,5,3.67,PASS
130,"Absolutely dreadful to deal with. Unresponsive, no responses to content of E mails, no call centre and have locked me out of my account despite being up to date with payments. Have lost several years of playlists. Good with platitudes, however. #deezer #cd #vinyl",PLAYLIST_LIBRARY,UNCLEAR_FEEDBACK,0.3267,AUTO_HANDLE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.3701,I’m locked out of my account 😟,3,5,5,4.33,PASS
131,👋🏻 It looks like I’ve lost all of my playlists except about 3 and they’ve all been replaced by these strange preset playlists Spotify create. Can you help? X,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.9618,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 96.2% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.6297,"help! I've lost all of my playlists, looks like my account is virgin now!",5,5,5,5.0,PASS
132,"alas no, I did continue playlist from the night before. Also, maybe Dutch market is too small but really tired of same, spotify, commercials",PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.6215,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 62.1% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.1982,All the playlist 😔,5,2,5,4.0,PASS
133,Is this a new thing? Does it apply to playlists as well as saved albums? It seems a bit arbitrary tbh.,PLAYLIST_LIBRARY,CATALOG_CONTENT,0.6807,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 68.1% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.5387,Both saved from albums and individually,1,5,5,3.67,PASS
134,"Hi! Just signed onto the service and am dismayed to find that I can't queue songs? Other than (where it makes perfect sense), I've never used a music app that couldn't do this. It's clearly not a tech hurdle so why don't you support this action?",PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.483,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 48.3% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.2277,I am not thankful for or given their Young Charlie playlist idolizing Charles Manson. Don't support race wars or I won't support you.,5,4,5,4.67,PASS
135,how would I go about recovering a stolen premium account?,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.3137,AUTO_HANDLE,ESCALATE,Low model confidence (0.31) on intent classification.,"Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.6787,How do I go about recovering my account?,5,5,5,5.0,PASS
136,Hello there how about adding #AllNight by and on Today's Top Hits playlist? It's the highest charting music release today on US itunes and holds number #6 atm! Let people hear this amazing song.,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.6752,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 67.5% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.605,put this song on today's top hits playlist,5,5,5,5.0,PASS
137,"Hi spotify. im a fan of the this is: whatever artist playlists but the lana del rey one really bugs me, because as a fan i know exactly what should be there and what order. can i please change it for yall PLEASE",PLAYLIST_LIBRARY,CATALOG_CONTENT,0.6301,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 63.0% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.2793,hey Spotify. Im an artist trying to get verified. Help please 🙏,1,4,5,3.33,FAIL
138,"I would like for the album cover to appear to the left of my songs in my playlists, like they do in the rap caviar playlist",PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.8238,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 82.4% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.4691,"it’d be nice if would have a separate, redux Rap Caviar playlist for people who listen to it while driving. you implemented a Safe Car mode for your app but your Rap Caviar playlist sucks when you have to skip through videos. #DriveSafe",5,5,5,5.0,PASS
139,Playlists I still see. But anything I've ever checked is mostly gone other than about 100 songs I've recently checked.,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.742,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 74.2% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.5551,just this one. i’ve checked two other playlists and neither is affected.,5,5,5,5.0,PASS
140,"example: i have a playlist that's 1/3rd sorority noise and their songs all appear directly after each other in a block at the end ""shuffled""",PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.7224,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 72.2% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.3001,WHERE IS OUR YEAR END PLAYLIST,5,4,5,4.67,PASS
141,Dear . I would like a feature to add a song to my playlists at the beginning in stead of at the end. Is it on your backlog?,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.9477,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 94.8% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.4442,Why can't I add a song to my playlist,5,5,5,5.0,PASS
142,Hello I really love Lemon by and . I think it’d fit perfectly to your playlist of Today’s Top Hits🍋,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.8892,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 88.9% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.828,Hey I really love Lemon by NERD and Rihanna. I think it would fit perfectly to your playlist of Today’s Top Hits 😍🍋,5,5,5,5.0,PASS
143,"Hey! I see a playlist created by called ""Time Capsule"". Will this playlist be updated regularly or it's songs are to stay there permanently without changes?",PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.9613,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 96.1% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.618,how often is the Time Capsule playlist updated??,5,5,5,5.0,PASS
144,So if I keep listening to this queue then I'll be in an endless loop of pony songs!!!,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.7552,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 75.5% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.3492,"The queue is still showing the same songs in a loop. Just to clarify, the playlist DOES play different songs, I just can't see the correct queue. But yeah if I could get a fix for that soon I'd appreciate. :) And thanks for acknowledging the other thing as well. 👌",5,4,5,4.67,PASS
145,"- Hi, any chance of Agony and Irony being added onto the library? Thank you :)",PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.8981,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 89.8% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.4526,y’all need to go bug and get “Officially Yours” added to the library ASAP,5,5,5,5.0,PASS
146,I downloaded some playlists to listen offline last week & it still worked just a couple days ago but today I found out that the playlists were no longer downloaded.I had to go online & download them again. Its happened a few times now.Is it supposed to be like that?,PLAYLIST_LIBRARY,OFFLINE_SYNC,0.9999,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 100.0% confidence.,Please make sure your device is connected to active Wi-Fi and toggle Offline Mode off and on in Settings > Playback. Verify you have sufficient storage space available on your device.,0.4709,"Sure, but will that un-download all my downloaded playlists?",1,5,5,3.67,PASS
147,Why can I not access my queue on my iPhone app?,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.7896,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 79.0% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.5455,how do I search my own playlist for a song on my iPhone app?,5,5,5,5.0,PASS
148,"And to be fair, I really care about children hearing this ad, especially during the Christmas season. You promote your classic Christmas playlist, and it is family oriented. Offending me personally is not relevant.",PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.5314,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 53.1% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.3742,"I was surprised to see one of my fav Christmas tracks by wasn't on the ""Christmas in Canada"" 🇨🇦 playlist . I enjoy hearing it every year!",5,5,5,5.0,PASS
149,Playlists are fine too.,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.9971,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 99.7% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.5001,"Two playlists, 612 songs...",5,5,5,5.0,PASS
150,Hello why is below link not working for most of us? We need to listen to this #PerfectVelvet album by on ASAP!,CONNECT_HARDWARE,CATALOG_CONTENT,0.9696,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 97.0% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.4929,why is the Prist Noel album not working,1,5,5,3.67,PASS
151,"They just stop playing and I can't play them anymore, and it's not a connection issue because other albums or radio or playlists work fine",CONNECT_HARDWARE,CONNECT_HARDWARE,0.3393,AUTO_HANDLE,ESCALATE,Low model confidence (0.34) on intent classification.,"Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.2628,Am I the one with HUGE problems with (songs that don't play or suddenly stop playing) when using a Chromecast?,5,4,5,4.67,PASS
152,since the latest iOS update I cannot control the music from my home screen or any Bluetooth device on my 7plus ideas?,CONNECT_HARDWARE,CONNECT_HARDWARE,0.7944,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 79.4% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.4316,bluetooth controls apart from volume have stopped working with the latest iOS update. Is that intentional?,5,5,5,5.0,PASS
153,Its a Sharp Roku TV. The model # is 5303X I believe.,CONNECT_HARDWARE,CONNECT_HARDWARE,0.8402,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 84.0% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.3941,This wouldn't be so bad if I could cast from the mobile app yo the Roku. It's pretty janky to use a Chromecast on a Roku tv.,5,5,5,5.0,PASS
154,"and I can't disconnect my Spotify from my FB account without logging in... pls help me reset my password without FB, thanks",CONNECT_HARDWARE,ACCOUNT_LOGIN,0.8943,AUTO_HANDLE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.4112,"I log in to Spotify thru FB, so changed my FB password but it hasn't worked. Any ideas how can I fix this? Thanks.",3,5,5,4.33,PASS
155,Found another bug... When connected to chromecast autoplay behaves unreliable...,CONNECT_HARDWARE,CONNECT_HARDWARE,0.984,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 98.4% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.3967,I've had to change the Chromecast to YouTube or Twitch just to turn the Spotify Chromecast off.,5,5,5,5.0,PASS
156,"Linx 1010b, latest windows 10 OS, latest Spotify from Microsoft store. Chromecast audio gen 2.",CONNECT_HARDWARE,PLAYBACK_CRASH,0.8693,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 86.9% confidence.,"We recommend trying a quick clean reinstall and clearing your app cache (Settings > Storage > Clear Cache). If the issue persists, let us know your device OS version.",0.2953,I'm on the latest Spotify & I just updated to the latest iOS version. Tried logging out & back in & most of the songs still won't play.,1,4,5,3.33,FAIL
157,"Hey, ! Got any ideas on how to block my asshat flatmate from raiding my Hi-Fi with SpotifyConnect in a shared WiFi?",CONNECT_HARDWARE,UNCLEAR_FEEDBACK,0.3335,AUTO_HANDLE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.4842,"Hi there You got 2 bands mixed. There is Russian Hi-Fi and Polish Hi-Fi. Their songs are mixed, listening is ruined",3,5,5,4.33,PASS
158,"gotted logged out of my account and when I yty to log in, says I don't have an internet connection. Both on wifi & 4g. Anyfix?",CONNECT_HARDWARE,CONNECT_HARDWARE,0.507,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 50.7% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.4185,"And no, it's not the internet connection, I'm Youtubing music instead with no such issues",5,5,5,5.0,PASS
159,"I had a premium acoount,but forgot my username. When I changed my phone I dissconnected, but my bill still charged regularly.",CONNECT_HARDWARE,SUBSCRIPTION_BILLING,0.8785,AUTO_HANDLE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.3074,triple charged me*,3,4,5,4.0,PASS
160,"Wifi. On same connection, my Pixel downloads songs in a couple seconds. iPhone can take minutes per song.",CONNECT_HARDWARE,CONNECT_HARDWARE,0.4059,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 40.6% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.2927,Using a LAN connection.,5,4,5,4.67,PASS
161,Why does the German podcast “fest und flauschig” refuse to play on spotify connect?,CONNECT_HARDWARE,CONNECT_HARDWARE,0.8917,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 89.2% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.4013,How do I turn off Spotify Connect?,5,5,5,5.0,PASS
162,"Suddenly my account got log out and then I can't enter into my acc coz the connection, but I use a properly working wifi",CONNECT_HARDWARE,CONNECT_HARDWARE,0.6692,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 66.9% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.2835,I'm connected on WiFi and it says no Internet connection. But any other programs I open online are working properly. Everything is up to date and never had this issue before.,5,4,5,4.67,PASS
163,Kelvin Mockingbird - Sacred Fire I'm experiencing an occasional crackle/pop on some songs. I tried on multiple of my speaker setups to confirm it's the album and not my equipment. Can this be looked into whether there may be a better/fixed version please. Thanks!,CONNECT_HARDWARE,CATALOG_CONTENT,0.478,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 47.8% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.2039,Hey . There's something wrong with dates on the app. Multiple 2017 albums I've looked at are showing as releasing in 2016?,1,4,5,3.33,FAIL
164,No not yet. do you know when your app will return to the LG smart tv?,CONNECT_HARDWARE,CONNECT_HARDWARE,0.9767,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 97.7% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.6421,when does Spotify come back on LG smart TV? 😢 (In Germany),5,5,5,5.0,PASS
165,What is happening with Connect and NAD devices? Just received an email saying Connect to be removed from NAD devices.,CONNECT_HARDWARE,CONNECT_HARDWARE,0.7314,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 73.1% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.3706,"Spotify Connect promises so much..... but regardless how I try to connect to one pair of devices, I often have to reboot them. Tips?",5,5,5,5.0,PASS
166,As of now Spotify Connect no longer functions on my D7050. Completely unacceptable. I also demand compensation. This is no way to run a business by treating your customers so poorly.,CONNECT_HARDWARE,CONNECT_HARDWARE,0.7432,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 74.3% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.3567,How do I turn off Spotify Connect?,5,5,5,5.0,PASS
167,I have my phone but it isn't ideal when listening to music at home. My fancy but ancient speakers don't work with it. Also I used to like if I had people round we could all add to the play queue. Phone isn't the same,CONNECT_HARDWARE,PLAYLIST_LIBRARY,0.3814,AUTO_HANDLE,ESCALATE,Low model confidence (0.38) on intent classification.,"Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.2392,srsly what happened to play queue and daily mix/radio on web player???,3,4,5,4.0,PASS
168,"Hi ! Will you soon be adding ""Add to Queue"" command in Alexa? Please do 🙏🏻🙏🏻🙏🏻",CONNECT_HARDWARE,PLAYLIST_LIBRARY,0.5543,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 55.4% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.3402,"I'd love to see 'Add to Queue' switch places with 'Add to Playlist,' as I use Queue much more frequently. 🙂",1,4,5,3.33,FAIL
169,did the latest iOS app update break the BMW connection?,CONNECT_HARDWARE,CONNECT_HARDWARE,0.8711,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 87.1% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.3436,My BMW connected drive doesn’t pick up the Spotify app since your update 2 days ago. Is there anything I can do to resolve this?,5,4,5,4.67,PASS
170,"To be clear, I do not have any speaker named Family Room. And I don’t want Skrillex or Ed Sheeran in my history.",CONNECT_HARDWARE,CONNECT_HARDWARE,0.3785,AUTO_HANDLE,ESCALATE,Low model confidence (0.38) on intent classification.,"Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.2189,My Sonos speaker names are duplicated for a room using the Spotify app but correct within the Sonos app. ???,5,4,5,4.67,PASS
171,"I read through it and understand why, I’m just sad. I bought a webOS smart tv hoping that Spotify was available.",CONNECT_HARDWARE,CONNECT_HARDWARE,0.8155,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 81.5% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.4337,Screen saver on smart TV whilst listening to Spotify... it's a no brainer!,5,5,5,5.0,PASS
172,why no ability to like or add songs from discover weekly playlist while on CarPlay?,CONNECT_HARDWARE,PLAYLIST_LIBRARY,0.9499,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 95.0% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.6004,my Discover weekly playlist was so bad I almost cried. Can i get a redo?,1,5,5,3.67,PASS
173,No errors! In the car the phone is connected via Bluetooth and back home the phone or iPad is connected via WiFi to the a/v network receiver,CONNECT_HARDWARE,CONNECT_HARDWARE,0.9972,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 99.7% confidence.,Try restarting both your Spotify device and external speaker/Bluetooth unit. Ensure Spotify Connect permissions are enabled in local network settings.,0.5153,and everything is connected to the same network 2/2,5,5,5,5.0,PASS
174,"Hey. Can't download anything from the Android app. Offline mode is off, Download using cell data is on, I'm on premium, got fast and reliable data connectivity. What's wrong? Help me. ASAP",CONNECT_HARDWARE,OFFLINE_SYNC,0.9993,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 99.9% confidence.,Please make sure your device is connected to active Wi-Fi and toggle Offline Mode off and on in Settings > Playback. Verify you have sufficient storage space available on your device.,0.4021,"I have ""Download using cellular"" turned off. Why did Spotify just download 4gb of songs using my cell data?",1,5,5,3.67,PASS
175,Ur creative team sucks if no one ever brought that up. I’m not helping you I’m switching platforms after this month.,UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.6397,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.366,well this sucks :(,5,5,5,5.0,PASS
176,either tell me how to do this or a feature request. Hard press on pause to have playback stop at the end of the current song?,UNCLEAR_FEEDBACK,PLAYBACK_CRASH,0.4807,ESCALATE,AUTO_HANDLE,Routine client-side resolution available with 48.1% confidence.,"We recommend trying a quick clean reinstall and clearing your app cache (Settings > Storage > Clear Cache). If the issue persists, let us know your device OS version.",0.2234,They stop and then when I press shuffle again this comes up,1,4,5,3.33,FAIL
177,I’m trying to update my account to student as I have NUS extra card but every time I click on it I’m taken to unidays page which I don’t have. Can you help please…,UNCLEAR_FEEDBACK,SUBSCRIPTION_BILLING,0.8222,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.5201,how can I get my student premium back with my new NUS extra card? Keep getting the unidays option not NUS?,3,5,5,4.33,PASS
178,When we gonna get an update optimized for iPhone X ? Tired of those black bars at the top and bottom 😔😔,UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.8506,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.5724,I’m just talking about the interface. The black bars. Nearly every other app is optimized and fills the display,5,5,5,5.0,PASS
179,here's the case. I can't do the update that is shown on the 2nd screenshot.,UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.7297,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.4557,attaching screenshot,5,5,5,5.0,PASS
180,Love these detailed updates from / - so great to download nearly 100MB of ???? each week or two!,UNCLEAR_FEEDBACK,OFFLINE_SYNC,0.9544,ESCALATE,AUTO_HANDLE,Routine client-side resolution available with 95.4% confidence.,Please make sure your device is connected to active Wi-Fi and toggle Offline Mode off and on in Settings > Playback. Verify you have sufficient storage space available on your device.,0.3481,Please can you explain why nearly every other week all my downloaded albums are no longer downloaded resulting me initially listening to them using my data before I notice & then have to download them all again? So frustrating!!,1,4,5,3.33,FAIL
181,Feature Request: Spotify playlists separated from personally made ones. Like does.,UNCLEAR_FEEDBACK,PLAYLIST_LIBRARY,0.8209,ESCALATE,AUTO_HANDLE,Routine client-side resolution available with 82.1% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.4167,"Is there a way to batch-add a song to multiple playlists simultaneously? If not, how can I submit this as a feature request?",1,5,5,3.67,PASS
182,Spotify for Artists will not load on my MacBook (I can log in fine but the page does not load and is just blank). Can log in & use App fine but need to update things on Desktop version of Spotify for Artists. Please help!,UNCLEAR_FEEDBACK,CATALOG_CONTENT,0.8129,ESCALATE,AUTO_HANDLE,Routine client-side resolution available with 81.3% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.3325,"Hi guys, we've lost all of our artists on our Spotify For Artists page.",1,4,5,3.33,FAIL
183,"Hi there, I updated my iPhone and when I click on Spotify this message pops up",UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.7131,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.5334,when will Spotify be updated for the iPhone X?,5,5,5,5.0,PASS
184,any idea why Spotify premium keeps saying ‘cannot play song’ on multiple tracks and artists?,UNCLEAR_FEEDBACK,CATALOG_CONTENT,0.7142,ESCALATE,AUTO_HANDLE,Routine client-side resolution available with 71.4% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.3454,I think it affects those tracks from the artists too,1,4,5,3.33,FAIL
185,when are you guys coming up with the iPhone X update? 🤨,UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.8519,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.7977,iPhone X update incoming?,5,5,5,5.0,PASS
186,"Dear Spotify service, i would really appreciate it if you can tell me how to help my wife turn her Spotify back on, she used the first free month and forget to add info for payment and it is shut off how can I help her turn it back on!",UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.5959,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.3802,Why is there an option to turn it off when it doesn't turn off?,5,5,5,5.0,PASS
187,i lost access to the email account linked to my account. how do i update it if i cannot log in or get a password reset?,UNCLEAR_FEEDBACK,ACCOUNT_LOGIN,0.9984,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.4452,"Forgotten my password, but I don't have access to my email linked to my account to reset my password. What can i do?",3,5,5,4.33,PASS
